KCD코드,산정특례코드,항목분류,질환명(한글),질환명(영문),검사기준(신규등록기준),검사항목(신규등록기준),필수검사조합(신규등록기준),검사기준(재등록기준),검사항목(재등록기준),필수검사조합(재등록기준)
E74.4,V117,"내분비,영양 및 대사 질환",피루브산염대사 및 포도당신합성 장애,Disorders of pyruvate metabolism and gluco- neogenesis,"심한 젖산혈증과 더불어 저혈당증, 식욕부전, 근력약화, 발달지연등 다양한 임상증상과 더불어 phosphoenol- pyruvate carboxykinase 결핍, Pyruvate Carboxylase결핍,Pyruvate dehydrogenase complex 결핍, Dihydrolipoamide dehydrogenase (E3) 결핍, 2-ketoglutarate dehydrogenase complex 결핍, Fumarase 결핍, Succinate dehydrogenase 결핍, Pyruvate transporter 결핍, Protein-bound lipoid acid 결핍등과 관련한 효소검사를 혈액, 간조직, 근육조직 등에서 확인 할 수 있으나 유전자 검사 (PC, PEPCK, PDHC, E3, E1, SDB, SDC, SDD, NFU1)로 대체 가능함","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.2,V117,"내분비,영양 및 대사 질환",갈락토스혈증,Galactosaemia,"o 임상증상: 생후 수일내에 생명을 위협하는 간세포이상, 식이부전, 의식이상, 패혈증부터 증상이 경한 형태까지 다양한 임상증상
o 생화학검사: 갈락토스 상승, galactose-1-phosphate상승 (GALT 결핍증), 갈락토키나아제 결핍 (GALK 결핍증), epimerase 결핍 (GALE 결핍증)
o 효소검사: 적혈구에 있는 효소의 활성도 검사 : 갈락토오스-1-인산 유리딜 전이효소(Galactose-1-phosphate uridyl transferase), 갈락토키나아제 (Galactokinase) 또는 UDP-galactose 4-epimerase 결핍때 진단
o 유전자 검사: GALT, GALK, GALE","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, hplc 또는 질량분석기로 확진","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, hplc 또는 질량분석기로 확진)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.2,V117,"내분비,영양 및 대사 질환",갈락토카이네이스결핍,Galactokinase deficiency,"o 임상증상: 유아기 백내장이 올 수 있음
o 생화학검사에서 갈락토스 상승
o 효소 분석에서 갈락토키나아제 결핍
o 유전자 검사: GALK1","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, hplc 또는 질량분석기로 확진","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, hplc 또는 질량분석기로 확진)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.2,V117,"내분비,영양 및 대사 질환",갈락토스대사장애,Disorders of galactose metabolism,"o 임상증상: 생후 수일내에 생명을 위협하는 간세포이상, 식이부전, 의식이상, 패혈증부터 증상이 경한 형태까지 다양한 임상증상
o 생화학검사: 갈락토스 상승, galactose-1-phosphate상승 (GALT 결핍증), 갈락토키나아제 결핍 (GALK 결핍증), epimerase 결핍 (GALE 결핍증) 
o 효소검사: 적혈구에 있는 효소의 활성도 검사 : 갈락토오스-1-인산 유리딜 전이효소(Galactose-1-phosphate uridyl transferase), 갈락토키나아제 (Galactokinase) 또는 UDP-galactose 4-epimerase 결핍때 진단
o 유전자 검사: GALT, GALK, GALE","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, hplc 또는 질량분석기로 확진","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, hplc 또는 질량분석기로 확진)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",안데르센병,Andersen’s disease,"글리코젠축적병 IV
o 임상증상: GSD type I 임상증상과 비슷하나 간질환의 진행 속도가 빠름. hepatic form/ neuromuscular form 으로 분류됨.
o 생화학검사: 간수치 상승, 응고인자이상
o 효소검사: 간/근육 조직검사에서 glycogen branching enzyme 검사가 가능하나 유전자 검사로 대체가능
o 조직검사: 간이나 근육 조직의 조직검사가 가능하나 유전자 검사로 대체 가능
o 유전자 검사: GBE1 gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",심장글리코젠증,Cardiac glycogenosis,"글리코젠축적병 II (Pompe disease)
o 임상증상: 심병증, 근병증, 호흡곤란, 체중증가부전을 갖는 신생아형과 근병증과 심장병증이 천천히 진행하는 청소년/성인형으로 분류
o 효소검사: alpha-glucosidase 결핍
o 유전자 검사: GAA gene","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",허스병,Hers’ disease,"글리코젠축적병 VI (glycogen phosphorylase deficiency)
o 임상증상: 임상증상이 별로 없거나 경함. 성장장애, 간수치 상승, 케톤성저혈당증이 유아기에 잘 발생하고 간비대를 보이나 나이가 들면서 간비대가 호전됨
o 생화학검사: 간수치 상승, 저혈당, 고젖산혈증
o 효소검사: 간조직검사 후 glycogen phosphorylase 검사가 가능하나 유전자 검사로 대체가능
o 조직검사: 간이나 근육등 침범 조직의 당원 축적 확인 가능하나 유전자 검사로 대체 가능
o 유전자 검사: PYGL gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",폼페병,Pompe’s disease,"글리코젠축적병 II (Pompe disease)
o 임상증상: 심한 심병증, 근병증, 호흡곤란, 체중증가부전을 갖는 신생아형과 근병증과 심장병증이 천천히 진행하는 청소년/성인형으로 분류
o 효소검사: alpha-glucosidase 결핍
o 유전자 검사: GAA gene","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",폰기에르케병,von Gierke’s disease,"글리코젠축적병 (GSD Type 1a)
o 임상증상: 저혈당, 간비대, 신장비대, 저신장, 반복적인 저혈당성 경련
o 생화학검사: 간수치 상승, 고지혈증, 고요산혈증, 저혈당, 고젖산혈증
o 효소검사: 간조직생검 후에 G6Pase 검사 가능하나 유전자 검사로 대체 가능
o 조직검사: 간조직의 당원 축적 확인 가능하나 유전자 검사로 대체 가능
o 유전자검사: G6PC gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",포르브스병,Forbes’ disease,"글리코젠축적병 III
o 임상증상: GSD type I 임상증상과 비슷하고, GSD IIIa는 간과 근육을 침범하고, GSD IIIb는 간만 침범하는 형태임. GSD III (glucosidase activity만 감소), GSD IIId (transferase activity)의 감소를 보임.
o 생화학검사: 간수치 상승, 고콜레스테롤 혈증
o 효소검사: 적혈구, 섬유모세포, 간/근육 조직검사 후 amylo-1,6-glucosidase 검사가 가능하나 유전자 검사로 대체가능
o 조직검사: 간이나 근육등 침범 조직의 당원 축적 확인 가능하나 유전자 검사로 대체 가능
o 유전자 검사: AGL gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",타루이병,Tarui’s disease,"글리코젠축적병 VII
o 임상증상: 근병증, 용혈성빈혈, 심근증이나 경련 등의 전신증상도 발생
o 생화학검사: 간수치 상승, CK 상승, LDH 감소
o 효소검사: 근육조직검사 후 Phosphofructokinase 을 확인할 수 있으나 유전자 검사로 대체 가능
o 조직검사: 근육 조직의 조직검사 가능하나 유전자 검사로 대체 가능
o 유전자 검사: PFKM gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",코리병,Cori’s disease,"글리코젠축적병 III
o 임상증상: GSD type I 임상증상과 비슷하고, GSD IIIa는 간과 근육을 침범하고, GSD IIIb는 간만 침범하는 형태임. GSD III (glucosidase activity만 감소), GSD IIId (transferase activity)의 감소를 보임
o 생화학검사: 간수치 상승, 고콜레스테롤 혈증
o 효소검사: 적혈구, 섬유모세포, 간/근육 조직검사 후 amylo-1,6-glucosidase 검사가 가능하나 유전자 검사로 대체가능
o 조직검사: 간이나 근육등 침범 조직의 당원 축적 확인 가능하나 유전자 검사로 대체 가능
o 유전자 검사: AGL gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",간인산화효소결핍,Liver phosphorylase deficiency,"글리코젠축적병 VI (glycogen phosphorylase deficiency)
o 임상증상: 임상증상이 별로 없거나 경함. 성장장애, 간수치 상승, 케톤성저혈당증이 유아기에 잘 발생하고 간비대를 보이나 나이가 들면서 간비대가 호전됨
o 생화학검사: 간수치 상승, 저혈당, 고젖산혈증
o 효소검사: 간조직검사 후 glycogen phosphorylase 검사가 가능하나 유전자 검사로 대체가능
o 조직검사: 간이나 근육 등 침범 조직의 당원 축적 확인 가능하나 유전자 검사로 대체 가능
o 유전자 검사: PYGL gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.0,V117,"내분비,영양 및 대사 질환",맥아들병,McArdle’s disease,"글리코젠축적병 V
o 임상증상: 근병증, 운동기능저하등의 근육이상이 발생
o 생화학검사: 간수치 상승, CK 상승, 운동시 고젖산혈증
o 운동부하검사, 상완허혈검사 후에 젖산상승을 볼 수 있으나 유전자 검사로 대체 가능
o 조직검사: 근육 조직의 조직검사 가능하나 유전자 검사로 대체 가능
o 유전자 검사: PYGM gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
